query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
taxi,taxis,02930766-n,00862686-n,False,-1,False,False,False,0.0201,0.0517
taxicab,taxis,02930766-n,00692991-n,False,-1,False,False,False,0.0196,0.0151
caldron,caldron,02939185-n,02939185-n,True,1,True,True,True,0.022,0.0659
cauldron,Cakile,02939185-n,11880218-n,False,-1,False,False,False,0.0213,0.0423
candle,candlelight,02948072-n,11433435-n,False,2,False,True,True,0.0218,0.0696
taper,taper,02948072-n,05071368-n,False,-1,False,False,False,0.0199,0.0605
wax light,waxing,02948072-n,00719388-n,False,-1,False,False,False,0.021,0.0537
cannon,cannon,02950826-n,02950826-n,True,1,True,True,True,0.0199,0.0601
canoe,canoe,02951358-n,02951358-n,True,1,True,True,True,0.0224,0.0597
can opener,can opener,02951585-n,02951585-n,True,1,True,True,True,0.0206,0.0503
tin opener,opener,02951585-n,03848348-n,False,2,False,True,True,0.0201,0.0254
cardigan,cardigan,02963159-n,02963159-n,True,1,True,True,True,0.0208,0.0006
car mirror,car mirror,02965783-n,02965783-n,True,1,True,True,True,0.0203,0.061
carousel,carousel,02966193-n,02966193-n,True,1,True,True,True,0.02,0.0691
carrousel,Carrel,02966193-n,10883688-n,False,-1,False,False,False,0.021,0.0702
merry-go-round,merry-go-round,02966193-n,07342772-n,False,-1,False,False,False,0.0222,0.0558
roundabout,detour,02966193-n,03182506-n,False,-1,False,False,False,0.0209,0.0588
whirligig,whirl,02966193-n,07442068-n,False,-1,False,False,False,0.0222,0.0581
carpenter's kit,carpenter's kit,02966687-n,02966687-n,True,1,True,True,True,0.0202,0.061
tool kit,tool-and-die work,02966687-n,00618536-n,False,-1,False,False,False,0.0197,0.0596
carton,carton,02971356-n,02971356-n,True,1,True,True,True,0.0202,0.0374
car wheel,car wheel,02974003-n,02974003-n,True,1,True,True,True,0.022,0.0604
cash machine,cash machine,02977058-n,02977058-n,True,1,True,True,True,0.0215,0.0765
cash dispenser,dispenser,02977058-n,10017794-n,False,3,False,True,True,0.0217,0.0453
automated teller machine,teller,02977058-n,10699099-n,False,2,False,True,True,0.02,0.049
automatic teller machine,cash machine,02977058-n,02977058-n,True,1,True,True,True,0.0196,0.0005
automated teller,teller,02977058-n,10699099-n,False,3,False,True,True,0.0203,0.0135
automatic teller,teller,02977058-n,10699099-n,False,3,False,True,True,0.0211,0.0006
ATM,acceptance,02977058-n,13381602-n,False,-1,False,False,False,0.0204,0.0568
cassette,cassette tape,02978881-n,02979399-n,False,2,False,True,True,0.0215,0.064
cassette player,cassette player,02979186-n,02979186-n,True,1,True,True,True,0.0218,0.0139
castle,castle,02980441-n,02980441-n,True,1,True,True,True,0.0207,0.0717
catamaran,catamaran,02981792-n,02981792-n,True,1,True,True,True,0.0199,0.0535
CD player,CD player,02988304-n,02988304-n,True,1,True,True,True,0.0212,0.0767
cello,cello,02992211-n,02992211-n,True,1,True,True,True,0.0214,0.0618
violoncello,vireo,02992211-n,01602630-n,False,-1,False,False,False,0.0223,0.0542
cellular telephone,cellular telephone,02992529-n,02992529-n,True,1,True,True,True,0.0199,0.0687
cellular phone,cellular telephone,02992529-n,02992529-n,True,1,True,True,True,0.0221,0.0261
cellphone,cellular telephone,02992529-n,02992529-n,True,1,True,True,True,0.0226,0.0014
cell,cell,02992529-n,02991711-n,False,-1,False,False,False,0.0287,0.0626
mobile phone,cellular telephone,02992529-n,02992529-n,True,1,True,True,True,0.0209,0.0254
chain,chain,02999410-n,02999936-n,False,-1,False,False,False,0.0235,0.0796
chainlink fence,chainlink fence,03000134-n,03000134-n,True,1,True,True,True,0.0332,0.0605
chain mail,chain mail,03000247-n,03000247-n,True,1,True,True,True,0.0209,0.0495
ring mail,mail,03000247-n,06264398-n,False,-1,False,False,False,0.0198,0.0239
mail,mail,03000247-n,06264398-n,False,-1,False,False,False,0.0207,0.0006
chain armor,chain mail,03000247-n,03000247-n,True,1,True,True,True,0.0209,0.0358
chain armour,chain mail,03000247-n,03000247-n,True,1,True,True,True,0.0206,0.0133
ring armor,ring,03000247-n,04092609-n,False,-1,False,False,False,0.0217,0.0265
ring armour,ring,03000247-n,04092609-n,False,-1,False,False,False,0.0201,0.0005
chain saw,chain saw,03000684-n,03000684-n,True,1,True,True,True,0.0219,0.0689
chainsaw,chain saw,03000684-n,03000684-n,True,1,True,True,True,0.0205,0.0528
chest,chest,03014705-n,03014705-n,True,1,True,True,True,0.0203,0.0615
chiffonier,chiffonier,03016953-n,03016953-n,True,1,True,True,True,0.0221,0.0378
commode,compunction,03016953-n,07536074-n,False,-1,False,False,False,0.021,0.059
chime,chime,03017168-n,03017168-n,True,1,True,True,True,0.0213,0.0654
bell,Bell,03017168-n,10842575-n,False,-1,False,False,False,0.0213,0.0241
gong,gong,03017168-n,03447721-n,False,-1,False,False,False,0.0221,0.0665
china cabinet,china cabinet,03018349-n,03018349-n,True,1,True,True,True,0.0207,0.0702
china closet,clothes closet,03018349-n,03050546-n,False,-1,False,False,False,0.0216,0.0618
Christmas stocking,Christmas stocking,03026506-n,03026506-n,True,1,True,True,True,0.0213,0.0613
church,church,03028079-n,03028079-n,True,1,True,True,True,0.0197,0.0621
church building,church,03028079-n,03028079-n,True,1,True,True,True,0.02,0.0254
cinema,cinema,03032252-n,03032252-n,True,1,True,True,True,0.0209,0.0618
movie theater,cinema,03032252-n,03032252-n,True,1,True,True,True,0.0209,0.0477
movie theatre,theater,03032252-n,04417809-n,False,2,False,True,True,0.0203,0.012
movie house,home movie,03032252-n,06615458-n,False,-1,False,False,False,0.0206,0.0634
picture palace,palace,03032252-n,03878211-n,False,-1,False,False,False,0.0204,0.057
cleaver,cleat,03041632-n,03041114-n,False,2,False,True,True,0.0275,0.0854
meat cleaver,cleaver,03041632-n,03041632-n,True,1,True,True,True,0.0431,0.0006
chopper,chopper,03041632-n,05283498-n,False,-1,False,False,False,0.0208,0.0722
cliff dwelling,cliff dwelling,03042490-n,03042490-n,True,1,True,True,True,0.0245,0.0936
cloak,cloak,03045698-n,03045337-n,False,2,False,True,True,0.0422,0.0448
clog,clog,03047690-n,03047553-n,False,-1,False,False,False,0.0206,0.0601
geta,get,03047690-n,02359340-v,False,-1,False,False,False,0.0212,0.0538
patten,pate,03047690-n,07857959-n,False,-1,False,False,False,0.0198,0.0221
sabot,sabot,03047690-n,04122578-n,False,-1,False,False,False,0.021,0.0683
cocktail shaker,cocktail shaker,03062245-n,03062245-n,True,1,True,True,True,0.0199,0.0638
coffee mug,coffee mug,03063599-n,03063599-n,True,1,True,True,True,0.0196,0.0554
coffeepot,coffeepot,03063689-n,03063689-n,True,1,True,True,True,0.021,0.0398
coil,coil,03065424-n,03066232-n,False,2,False,True,True,0.0206,0.083
spiral,spiral,03065424-n,00343606-n,False,-1,False,False,False,0.0422,0.0585
volute,Volund,03065424-n,09584559-n,False,-1,False,False,False,0.0243,0.0671
whorl,burl,03065424-n,13166191-n,False,-1,False,False,False,0.0198,0.0493
helix,helix,03065424-n,13876561-n,False,-1,False,False,False,0.0193,0.0644
combination lock,combination lock,03075370-n,03075370-n,True,1,True,True,True,0.0194,0.0635
computer keyboard,computer keyboard,03085013-n,03085013-n,True,1,True,True,True,0.0199,0.0849
keypad,computer keyboard,03085013-n,03085013-n,True,1,True,True,True,0.0214,0.0146
confectionery,confection,03089624-n,00926668-n,False,3,False,True,True,0.0224,0.069
confectionary,confection,03089624-n,00926668-n,False,3,False,True,True,0.0209,0.0005
candy store,candy,03089624-n,07597365-n,False,-1,False,False,False,0.0237,0.0588
container ship,container ship,03095699-n,03095699-n,True,1,True,True,True,0.0194,0.0554
containership,container ship,03095699-n,03095699-n,True,1,True,True,True,0.0222,0.0305
container vessel,vessel,03095699-n,04531098-n,False,2,False,True,True,0.0216,0.0279
convertible,convertible,03100240-n,03100240-n,True,1,True,True,True,0.0199,0.0559
corkscrew,corkscrew,03109150-n,03109150-n,True,1,True,True,True,0.0211,0.0579
bottle screw,bottle opener,03109150-n,02877962-n,False,2,False,True,True,0.0198,0.0153
cornet,skillet corn bread,03110669-n,07688130-n,False,2,False,True,True,0.0199,0.0781
horn,horn,03110669-n,03537241-n,False,-1,False,False,False,0.0266,0.069
trumpet,speaking trumpet,03110669-n,04270576-n,False,-1,False,False,False,0.0202,0.0635
trump,trump,03110669-n,04491135-n,False,-1,False,False,False,0.02,0.063
cowboy boot,cowboy boot,03124043-n,03124043-n,True,1,True,True,True,0.0201,0.0588
cowboy hat,cowboy hat,03124170-n,03124170-n,True,1,True,True,True,0.0214,0.0517
ten-gallon hat,hat,03124170-n,03497657-n,False,-1,False,False,False,0.0208,0.0261
cradle,cradle,03125729-n,15142452-n,False,2,False,True,True,0.0215,0.0219
crane,Crane,03126707-n,10914447-n,False,2,False,True,True,0.0129,0.0004
crash helmet,crash helmet,03127747-n,03127747-n,True,1,True,True,True,0.0208,0.0653
crate,crate,03127925-n,13766637-n,False,2,False,True,True,0.0213,0.0631
crib,crib,03131574-n,00492083-n,False,2,False,True,True,0.0199,0.0718
cot,cot,03131574-n,03114504-n,False,-1,False,False,False,0.0403,0.0717
Crock Pot,Crock Pot,03133878-n,03133878-n,True,1,True,True,True,0.0219,0.0643
croquet ball,croquet ball,03134739-n,03134739-n,True,1,True,True,True,0.0208,0.0698
crutch,crutch,03141823-n,00178700-n,False,2,False,True,True,0.0214,0.0747
cuirass,cuirass,03146219-n,03146219-n,True,1,True,True,True,0.0207,0.0551
dam,dam,03160309-n,03160309-n,True,1,True,True,True,0.0228,0.0523
dike,dibs,03160309-n,06730241-n,False,-1,False,False,False,0.0224,0.0638
dyke,chuckwalla,03160309-n,01678343-n,False,-1,False,False,False,0.0195,0.0631
desk,desk,03179701-n,03179701-n,True,1,True,True,True,0.0195,0.0628
desktop computer,desktop computer,03180011-n,03180011-n,True,1,True,True,True,0.0199,0.0514
dial telephone,dial telephone,03187595-n,03187595-n,True,1,True,True,True,0.0208,0.062
dial phone,dial telephone,03187595-n,03187595-n,True,1,True,True,True,0.0273,0.0006
diaper,diaper,03188531-n,03188531-n,True,1,True,True,True,0.0315,0.0719
nappy,nap,03188531-n,04947087-n,False,-1,False,False,False,0.0212,0.0637
napkin,napkin,03188531-n,03807537-n,False,-1,False,False,False,0.0218,0.0964
digital clock,digital clock,03196217-n,03196217-n,True,1,True,True,True,0.0431,0.026
digital watch,digital watch,03197337-n,03197337-n,True,1,True,True,True,0.0334,0.0603
dining table,dining table,03201208-n,03201208-n,True,1,True,True,True,0.0429,0.064
board,board,03201208-n,07565259-n,False,-1,False,False,False,0.0214,0.0598
dishrag,dishrag,03207743-n,03207743-n,True,1,True,True,True,0.028,0.0811
dishcloth,dishrag,03207743-n,03207743-n,True,1,True,True,True,0.0333,0.0531
dishwasher,dishwasher,03207941-n,03207941-n,True,1,True,True,True,0.0214,0.0666
dish washer,dishwasher,03207941-n,03207941-n,True,1,True,True,True,0.0205,0.0006
dishwashing machine,dishwasher,03207941-n,03207941-n,True,1,True,True,True,0.0206,0.0121
disk brake,disk brake,03208938-n,03208938-n,True,1,True,True,True,0.0214,0.0619
disc brake,brake disk,03208938-n,02890188-n,False,2,False,True,True,0.0207,0.0009
dock,dock,03216828-n,03216828-n,True,1,True,True,True,0.0199,0.0617
dockage,dockage,03216828-n,13321230-n,False,-1,False,False,False,0.0204,0.0286
docking facility,docking,03216828-n,00052146-n,False,-1,False,False,False,0.0206,0.0236
dogsled,dogsled,03218198-n,03218198-n,True,1,True,True,True,0.0218,0.0586
dog sled,sled dog,03218198-n,02109811-n,False,3,False,True,True,0.0209,0.0505
dog sleigh,sleigh bell,03218198-n,04236935-n,False,5,False,False,True,0.0219,0.0417
dome,dome,03220513-n,03220692-n,False,2,False,True,True,0.0207,0.0587
doormat,doormat,03223299-n,03223299-n,True,1,True,True,True,0.0217,0.0719
welcome mat,mat,03223299-n,09348827-n,False,-1,False,False,False,0.0229,0.0621
drilling platform,drilling platform,03240683-n,03240683-n,True,1,True,True,True,0.0202,0.0619
offshore rig,rig,03240683-n,04091247-n,False,-1,False,False,False,0.0204,0.0553
drum,drum,03249569-n,07383475-n,False,-1,False,False,False,0.0211,0.0593
membranophone,mescaline,03249569-n,03750912-n,False,-1,False,False,False,0.0257,0.1013
tympan,tympanist,03249569-n,10734963-n,False,-1,False,False,False,0.0205,0.0547
drumstick,drumstick,03250847-n,03250847-n,True,1,True,True,True,0.02,0.0309
dumbbell,dumbbell,03255030-n,03255030-n,True,1,True,True,True,0.0298,0.0478
Dutch oven,Dutch oven,03259280-n,03259401-n,False,2,False,True,True,0.0218,0.0625
electric fan,electric fan,03271574-n,03271574-n,True,1,True,True,True,0.0199,0.0596
blower,blower,03271574-n,02855089-n,False,-1,False,False,False,0.0205,0.0604
electric guitar,electric guitar,03272010-n,03272010-n,True,1,True,True,True,0.0214,0.0133
electric locomotive,electric locomotive,03272562-n,03272562-n,True,1,True,True,True,0.0206,0.062
entertainment center,entertainment center,03290653-n,03290653-n,True,1,True,True,True,0.0205,0.0614
envelope,envelope,03291819-n,03291741-n,False,2,False,True,True,0.021,0.0622
espresso maker,espresso maker,03297495-n,03297495-n,True,1,True,True,True,0.0212,0.07
face powder,face powder,03314780-n,03314780-n,True,1,True,True,True,0.0204,0.0668
feather boa,feather boa,03325584-n,03325584-n,True,1,True,True,True,0.0203,0.061
boa,boa,03325584-n,01741943-n,False,4,False,False,True,0.0201,0.0005
file,file,03337140-n,06508816-n,False,-1,False,False,False,0.0219,0.0646
file cabinet,file,03337140-n,03337140-n,True,1,True,True,True,0.0209,0.0659
filing cabinet,filing,03337140-n,00811491-n,False,-1,False,False,False,0.021,0.04
fireboat,fireboat,03344393-n,03344393-n,True,1,True,True,True,0.0215,0.0638
fire engine,fire engine,03345487-n,03345487-n,True,1,True,True,True,0.0208,0.0653
fire truck,fire engine,03345487-n,03345487-n,True,1,True,True,True,0.0212,0.0519
fire screen,fire screen,03347037-n,03347037-n,True,1,True,True,True,0.0201,0.0616
fireguard,fire watcher,03347037-n,10092299-n,False,-1,False,False,False,0.0219,0.0643
flagpole,flagpole,03355925-n,03355925-n,True,1,True,True,True,0.0199,0.0657
flagstaff,Flagstaff,03355925-n,09057930-n,False,-1,False,False,False,0.021,0.056
flute,flute,03372029-n,03372355-n,False,2,False,True,True,0.0205,0.0554
transverse flute,flute,03372029-n,03372355-n,False,2,False,True,True,0.0218,0.0006
folding chair,folding chair,03376595-n,03376595-n,True,1,True,True,True,0.0214,0.0656
football helmet,football helmet,03379051-n,03379051-n,True,1,True,True,True,0.0211,0.0398
forklift,forklift,03384352-n,03384352-n,True,1,True,True,True,0.0211,0.0615
fountain,fountain,03388043-n,03387926-n,False,2,False,True,True,0.0206,0.0615
fountain pen,fountain pen,03388183-n,03388183-n,True,1,True,True,True,0.0213,0.0376
four-poster,four-poster,03388549-n,03388549-n,True,1,True,True,True,0.0198,0.0656
freight car,freight car,03393912-n,03393912-n,True,1,True,True,True,0.02,0.06
French horn,French horn,03394916-n,03394916-n,True,1,True,True,True,0.0194,0.03
horn,horn,03394916-n,03537241-n,False,-1,False,False,False,0.0117,0.0005
frying pan,frying pan,03400231-n,03400231-n,True,1,True,True,True,0.0216,0.0591
frypan,saucepan,03400231-n,04138977-n,False,2,False,True,True,0.0249,0.023
skillet,skillet bread,03400231-n,07685546-n,False,4,False,False,True,0.0205,0.0419
fur coat,fur coat,03404251-n,03404251-n,True,1,True,True,True,0.0198,0.0638
garbage truck,garbage truck,03417042-n,03417042-n,True,1,True,True,True,0.0197,0.0156
dustcart,dust,03417042-n,14839846-n,False,-1,False,False,False,0.021,0.0245
gasmask,gasmask,03424325-n,03424325-n,True,1,True,True,True,0.0202,0.0605
respirator,respirator,03424325-n,04080833-n,False,-1,False,False,False,0.0206,0.0679
gas helmet,helmet,03424325-n,03513376-n,False,-1,False,False,False,0.0201,0.0005
gas pump,gas pump,03425413-n,03425413-n,True,1,True,True,True,0.0241,0.0591
gasoline pump,gas pump,03425413-n,03425413-n,True,1,True,True,True,0.0224,0.0259
petrol pump,gas pump,03425413-n,03425413-n,True,1,True,True,True,0.0201,0.0006
island dispenser,dispenser,03425413-n,03210683-n,False,-1,False,False,False,0.0223,0.0228
goblet,goblet,03443371-n,03443371-n,True,1,True,True,True,0.0204,0.063
go-kart,go-kart,03444034-n,03444034-n,True,1,True,True,True,0.0213,0.0585
golf ball,golf ball,03445777-n,03445777-n,True,1,True,True,True,0.0195,0.0642
golfcart,golfcart,03445924-n,03445924-n,True,1,True,True,True,0.0209,0.0299
golf cart,golfcart,03445924-n,03445924-n,True,1,True,True,True,0.02,0.0005
gondola,gondola car,03447447-n,03447593-n,False,3,False,True,True,0.0202,0.064
gong,gong,03447721-n,03447721-n,True,1,True,True,True,0.0126,0.0008
tam-tam,tam,03447721-n,04387095-n,False,-1,False,False,False,0.0208,0.0706
gown,gown,03450230-n,03450230-n,True,1,True,True,True,0.0211,0.0272
grand piano,grand piano,03452741-n,03452741-n,True,1,True,True,True,0.0209,0.0527
grand,baby grand,03452741-n,02766792-n,False,-1,False,False,False,0.02,0.0497
greenhouse,greenhouse,03457902-n,03457902-n,True,1,True,True,True,0.0198,0.0917
nursery,nursery,03457902-n,03836062-n,False,-1,False,False,False,0.0236,0.0622
glasshouse,glassworks,03457902-n,03439260-n,False,-1,False,False,False,0.0199,0.0323
grille,grille,03459775-n,03459775-n,True,1,True,True,True,0.0197,0.0608
radiator grille,grille,03459775-n,03459775-n,True,1,True,True,True,0.021,0.0477
grocery store,grocery store,03461385-n,03461385-n,True,1,True,True,True,0.0206,0.0637
grocery,grocery,03461385-n,03461119-n,False,4,False,False,True,0.0202,0.0142
food market,market,03461385-n,01097292-n,False,-1,False,False,False,0.0206,0.0595
market,market,03461385-n,08072837-n,False,-1,False,False,False,0.0209,0.0428
guillotine,guillotine,03467068-n,03467068-n,True,1,True,True,True,0.0214,0.07
hair slide,hair slide,03476684-n,03476684-n,True,1,True,True,True,0.0216,0.07
hair spray,hair spray,03476991-n,03476991-n,True,1,True,True,True,0.0204,0.0602
half track,half track,03478589-n,03478491-n,False,2,False,True,True,0.021,0.0693
hammer,hammer,03481172-n,01175316-n,False,-1,False,False,False,0.022,0.0485
hamper,hamper,03482405-n,03482405-n,True,1,True,True,True,0.02,0.0497
hand blower,hand blower,03483316-n,03483316-n,True,1,True,True,True,0.0249,0.0225
blow dryer,dryer,03483316-n,03251766-n,False,-1,False,False,False,0.0214,0.0533
blow drier,blow-dry,03483316-n,00219224-v,False,-1,False,False,False,0.0211,0.0215
hair dryer,dryer,03483316-n,03251766-n,False,-1,False,False,False,0.0211,0.0132
hair drier,hair,03483316-n,05254795-n,False,-1,False,False,False,0.022,0.03
hand-held computer,hand-held computer,03485407-n,03485407-n,True,1,True,True,True,0.0213,0.0537
hand-held microcomputer,hand-held computer,03485407-n,03485407-n,True,1,True,True,True,0.0219,0.0163
handkerchief,handkerchief,03485794-n,03485794-n,True,1,True,True,True,0.0216,0.0427
hankie,hank,03485794-n,03491988-n,False,-1,False,False,False,0.0218,0.0661
hanky,hankering,03485794-n,07486922-n,False,-1,False,False,False,0.027,0.0009
hankey,hank,03485794-n,03491988-n,False,-1,False,False,False,0.0398,0.0009
hard disc,hard disc,03492542-n,03492542-n,True,1,True,True,True,0.0212,0.0552
hard disk,hard disc,03492542-n,03492542-n,True,1,True,True,True,0.0206,0.0452
fixed disk,brake disk,03492542-n,02890188-n,False,2,False,True,True,0.0218,0.0146
harmonica,harmonica,03494278-n,03494278-n,True,1,True,True,True,0.0205,0.0445
mouth organ,mouth,03494278-n,05301908-n,False,-1,False,False,False,0.0195,0.0629
harp,harp,03494278-n,03495570-n,False,-1,False,False,False,0.0195,0.0352
mouth harp,jew's harp,03494278-n,03597916-n,False,-1,False,False,False,0.0209,0.0115
harp,harp,03495258-n,03495570-n,False,2,False,True,True,0.0127,0.0005
harvester,harvester,03496892-n,10161363-n,False,2,False,True,True,0.0197,0.0284
reaper,Grim Reaper,03496892-n,09488584-n,False,-1,False,False,False,0.021,0.0606
hatchet,hatchet,03498962-n,03498962-n,True,1,True,True,True,0.0201,0.068
holster,holster,03527444-n,03527565-n,False,2,False,True,True,0.02,0.0681
home theater,home theater,03529860-n,03529860-n,True,1,True,True,True,0.0217,0.0159
home theatre,home theater,03529860-n,03529860-n,True,1,True,True,True,0.025,0.0006
honeycomb,honeycomb,03530642-n,09218315-n,False,2,False,True,True,0.0222,0.0637
hook,hook,03532672-n,03532342-n,False,-1,False,False,False,0.021,0.0608
claw,claw,03532672-n,02154742-n,False,-1,False,False,False,0.0219,0.0589
hoopskirt,hoopskirt,03534580-n,03534580-n,True,1,True,True,True,0.0197,0.0649
crinoline,crinoline,03534580-n,03132666-n,False,-1,False,False,False,0.0204,0.0623
horizontal bar,bar,03535780-n,02790154-n,False,2,False,True,True,0.0195,0.073
high bar,high,03535780-n,08584618-n,False,-1,False,False,False,0.0436,0.0674
horse cart,pony cart,03538406-n,03981924-n,False,2,False,True,True,0.0424,0.0127
horse-cart,pony cart,03538406-n,03981924-n,False,2,False,True,True,0.0213,0.0005
hourglass,hourglass,03544143-n,03544143-n,True,1,True,True,True,0.0209,0.0653
iPod,iPod,03584254-n,03584254-n,True,1,True,True,True,0.0209,0.0674
iron,iron,03584829-n,14642417-n,False,-1,False,False,False,0.0337,0.0676
smoothing iron,ironing,03584829-n,00581090-n,False,2,False,True,True,0.0215,0.0406
jack-o'-lantern,jack-o'-lantern,03590841-n,03590841-n,True,1,True,True,True,0.0243,0.064
jean,jean,03594734-n,03594734-n,True,1,True,True,True,0.0227,0.069
blue jean,jean,03594734-n,03594734-n,True,1,True,True,True,0.0205,0.0236
denim,denim,03594734-n,03175189-n,False,2,False,True,True,0.0209,0.0138
jeep,jeep,03594945-n,03594945-n,True,1,True,True,True,0.0207,0.0639
landrover,lander,03594945-n,03638180-n,False,-1,False,False,False,0.0202,0.0651
jersey,jersey,03595614-n,03595614-n,True,1,True,True,True,0.0218,0.0602
T-shirt,shirt,03595614-n,04197391-n,False,-1,False,False,False,0.0201,0.0677
tee shirt,shirt,03595614-n,04197391-n,False,-1,False,False,False,0.0291,0.0534
jigsaw puzzle,jigsaw puzzle,03598930-n,03598930-n,True,1,True,True,True,0.026,0.0616
jinrikisha,jinrikisha,03599486-n,03599486-n,True,1,True,True,True,0.0227,0.057
ricksha,Rickover,03599486-n,11261986-n,False,-1,False,False,False,0.0224,0.0652
rickshaw,scrimshaw,03599486-n,04155735-n,False,-1,False,False,False,0.0233,0.0778
joystick,joystick,03602883-n,03602883-n,True,1,True,True,True,0.0221,0.0681
kimono,kimono,03617480-n,03617480-n,True,1,True,True,True,0.0206,0.0627
knee pad,knee pad,03623198-n,03623198-n,True,1,True,True,True,0.0205,0.0643
knot,knot,03627232-n,07960384-n,False,2,False,True,True,0.0198,0.0587
lab coat,lab coat,03630383-n,03630383-n,True,1,True,True,True,0.0211,0.0389
laboratory coat,lab coat,03630383-n,03630383-n,True,1,True,True,True,0.021,0.0246
ladle,ladle,03633091-n,03633091-n,True,1,True,True,True,0.0219,0.0668
lampshade,lampshade,03637318-n,03637318-n,True,1,True,True,True,0.0254,0.0609
lamp shade,lampshade,03637318-n,03637318-n,True,1,True,True,True,0.0212,0.0235
laptop,laptop,03642806-n,03642806-n,True,1,True,True,True,0.0202,0.0357
laptop computer,laptop,03642806-n,03642806-n,True,1,True,True,True,0.0217,0.0008
lawn mower,lawn mower,03649909-n,03649909-n,True,1,True,True,True,0.0217,0.0634
mower,power mower,03649909-n,03995856-n,False,3,False,True,True,0.0203,0.0006
lens cap,lens cap,03657121-n,03657121-n,True,1,True,True,True,0.0213,0.05
lens cover,lens cap,03657121-n,03657121-n,True,1,True,True,True,0.0213,0.0539
letter opener,letter opener,03658185-n,03658185-n,True,1,True,True,True,0.0199,0.0518
paper knife,bread knife,03658185-n,02893941-n,False,-1,False,False,False,0.0211,0.0632
paperknife,penknife,03658185-n,03911658-n,False,-1,False,False,False,0.022,0.0676
library,library,03661043-n,07977592-n,False,2,False,True,True,0.0203,0.0675
lifeboat,lifeboat,03662601-n,03662601-n,True,1,True,True,True,0.0206,0.0701
lighter,lighter,03666591-n,03666591-n,True,1,True,True,True,0.0211,0.0677
light,light,03666591-n,05807933-n,False,-1,False,False,False,0.021,0.0548
igniter,igniter,03666591-n,15101361-n,False,-1,False,False,False,0.0214,0.0588
ignitor,igniter,03666591-n,15101361-n,False,-1,False,False,False,0.0197,0.0118
limousine,limousine,03670208-n,03670208-n,True,1,True,True,True,0.02,0.0651
limo,limousine,03670208-n,03670208-n,True,1,True,True,True,0.021,0.0277
liner,liner,03673027-n,03673270-n,False,3,False,True,True,0.0222,0.0641
ocean liner,liner,03673027-n,03673027-n,True,1,True,True,True,0.0209,0.0478
lipstick,lipstick,03676483-n,03676483-n,True,1,True,True,True,0.0319,0.0642
lip rouge,rouge,03676483-n,04112752-n,False,3,False,True,True,0.0216,0.0257
Loafer,Loafer,03680355-n,03680355-n,True,1,True,True,True,0.0199,0.073
lotion,lotion,03690938-n,03690938-n,True,1,True,True,True,0.0245,0.0689
loudspeaker,loudspeaker,03691459-n,03691459-n,True,1,True,True,True,0.0213,0.0782
speaker,speaker,03691459-n,10630188-n,False,-1,False,False,False,0.0217,0.0739
speaker unit,sound unit,03691459-n,13608319-n,False,-1,False,False,False,0.0221,0.0131
loudspeaker system,loudspeaker,03691459-n,03691459-n,True,1,True,True,True,0.0211,0.0162
speaker system,speakerphone,03691459-n,04270371-n,False,-1,False,False,False,0.0223,0.0254
loupe,loupe,03692522-n,03692522-n,True,1,True,True,True,0.0202,0.063
jeweler's loupe,loupe,03692522-n,03692522-n,True,1,True,True,True,0.0205,0.0561
lumbermill,lumbermill,03697007-n,03697007-n,True,1,True,True,True,0.022,0.0596
sawmill,sawmill,03697007-n,04140777-n,False,5,False,False,True,0.0218,0.0253
magnetic compass,magnetic compass,03706229-n,03706229-n,True,1,True,True,True,0.0221,0.0676
mailbag,mailbag,03709823-n,03709823-n,True,1,True,True,True,0.0223,0.0616
postbag,mailbag,03709823-n,03709960-n,False,2,False,True,True,0.0207,0.0402
mailbox,mailbox,03710193-n,03710193-n,True,1,True,True,True,0.0217,0.0382
letter box,box,03710193-n,13883494-n,False,-1,False,False,False,0.0205,0.0618
maillot,maillot,03710637-n,03710721-n,False,2,False,True,True,0.0216,0.029
maillot,maillot,03710721-n,03710721-n,True,1,True,True,True,0.0135,0.0005
tank suit,tank top,03710721-n,04390577-n,False,-1,False,False,False,0.0197,0.0745
manhole cover,manhole cover,03717622-n,03717622-n,True,1,True,True,True,0.0212,0.0647
maraca,Maracay,03720891-n,09162955-n,False,2,False,True,True,0.0207,0.0617
marimba,marimba,03721384-n,03721384-n,True,1,True,True,True,0.0218,0.0711
xylophone,xylophonist,03721384-n,10801697-n,False,-1,False,False,False,0.0198,0.0853
mask,mask,03724870-n,03724870-n,True,1,True,True,True,0.0239,0.0743
matchstick,matchstick,03729826-n,03729826-n,True,1,True,True,True,0.0428,0.0652
maypole,maypole,03733131-n,03733131-n,True,1,True,True,True,0.0212,0.0612
maze,maze,03733281-n,03733281-n,True,1,True,True,True,0.0221,0.0657
labyrinth,Labyrinth of Minos,03733281-n,03630992-n,False,-1,False,False,False,0.0217,0.04
measuring cup,measuring cup,03733805-n,03733805-n,True,1,True,True,True,0.0223,0.0519
medicine chest,medicine chest,03742115-n,03742115-n,True,1,True,True,True,0.0212,0.0503
medicine cabinet,medicine chest,03742115-n,03742115-n,True,1,True,True,True,0.0248,0.0293
megalith,megalith,03743016-n,03743016-n,True,1,True,True,True,0.0205,0.0643
megalithic structure,structure,03743016-n,05225602-n,False,-1,False,False,False,0.021,0.0599
