query,closest_label,target_id,result_id,correct,time_sec
purse,purse,04026417-n,13413159-n,False,2.38
quill,quill,04033901-n,02468617-n,False,2.38
quill pen,quill,04033901-n,04033901-n,True,2.2
quilt,quilt,04033995-n,01667304-v,False,2.43
comforter,comforter,04033995-n,03075768-n,False,2.33
comfort,comforts,04033995-n,13366137-n,False,2.19
puff,puff,04033995-n,01199009-v,False,2.18
racer,racer,04037443-n,04037443-n,True,2.19
race car,automobile race,04037443-n,07458892-n,False,2.19
racing car,automobile race,04037443-n,07458892-n,False,2.19
racket,racket,04039381-n,01408633-v,False,2.21
racquet,racquetball,04039381-n,04039742-n,False,2.21
radiator,radiator,04040759-n,09403211-n,False,2.19
radio,radio,04041544-n,01007495-v,False,2.2
wireless,wireless,04041544-n,02569030-a,False,2.2
radio telescope,radio telescope,04044716-n,04044716-n,True,2.19
radio reflector,reflector,04044716-n,04069276-n,False,2.21
rain barrel,rain barrel,04049303-n,04049303-n,True,2.21
recreational vehicle,recreational vehicle,04065272-n,04065272-n,True,2.19
RV,van,04065272-n,04520382-n,False,2.2
R.V.,V sign,04065272-n,07274197-n,False,2.22
reel,reel,04067472-n,01523105-v,False,2.21
reflex camera,reflex camera,04069434-n,04069434-n,True,2.19
refrigerator,refrigerator,04070727-n,04070727-n,True,2.19
icebox,ice cube,04070727-n,03557141-n,False,2.18
remote control,remote control,04074963-n,04074963-n,True,2.22
remote,remotely,04074963-n,00440845-r,False,2.18
restaurant,restaurant,04081281-n,04081281-n,True,2.2
eating house,eat in,04081281-n,01167537-v,False,2.2
eating place,eat in,04081281-n,01167537-v,False,2.19
eatery,eater,04081281-n,07708260-n,False,2.2
revolver,revolver,04086273-n,04086273-n,True,2.22
six-gun,six-pointed,04086273-n,01811277-s,False,2.21
six-shooter,shooter,04086273-n,10591678-n,False,2.34
rifle,rifle,04090263-n,04090263-n,True,2.22
rocking chair,rocking chair,04099969-n,04099969-n,True,2.21
rocker,rocker,04099969-n,10535881-n,False,2.21
rotisserie,rotisserie,04111531-n,04111414-n,False,2.2
rubber eraser,rubber eraser,04116512-n,04116512-n,True,2.22
rubber,rubber,04116512-n,01129021-s,False,2.19
pencil eraser,ink eraser,04116512-n,03571853-n,False,2.2
rugby ball,rugby ball,04118538-n,04118538-n,True,2.2
rule,rule,04118776-n,00715868-v,False,2.2
ruler,ruler,04118776-n,10541229-n,False,2.21
running shoe,running shoe,04120489-n,04120489-n,True,2.21
safe,safe,04125021-n,02057829-a,False,2.21
safety pin,safety pin,04127249-n,04127249-n,True,2.22
saltshaker,saltshaker,04131690-n,04131690-n,True,2.18
salt shaker,saltshaker,04131690-n,04131690-n,True,2.21
sandal,sandal,04133789-n,04133789-n,True,2.2
sarong,sarong,04136333-n,04136333-n,True,2.21
sax,sax,04141076-n,04141076-n,True,2.23
saxophone,Sax,04141076-n,11283158-n,False,2.2
scabbard,scabbard,04141327-n,04141327-n,True,2.19
scale,scale,04141975-n,13816862-n,False,2.23
weighing machine,weigh,04141975-n,02704818-v,False,2.2
school bus,school bus,04146614-n,04146614-n,True,2.2
schooner,schooner,04147183-n,04147183-n,True,2.21
scoreboard,scoreboard,04149813-n,04149813-n,True,2.2
screen,screen,04152593-n,02139883-v,False,2.21
CRT screen,screen,04152593-n,04152593-n,True,2.21
screw,screw,04153751-n,01353169-v,False,2.2
screwdriver,screwdriver,04154565-n,04154565-n,True,2.21
seat belt,seat belt,04162706-n,04162706-n,True,2.18
seatbelt,seat belt,04162706-n,04162706-n,True,2.22
sewing machine,sewing machine,04179913-n,04179913-n,True,2.2
shield,shield,04192698-n,04192698-n,True,2.21
buckler,buckle,04192698-n,01548290-v,False,2.2
shoe shop,shoe shop,04200800-n,04200800-n,True,2.19
shoe-shop,shoe shop,04200800-n,04200800-n,True,2.2
shoe store,shoe shop,04200800-n,04200800-n,True,2.22
shoji,shoji,04201297-n,04201297-n,True,2.21
shopping basket,shopping basket,04204238-n,04204238-n,True,2.21
shopping cart,shopping cart,04204347-n,04204347-n,True,2.21
shovel,shovel,04208210-n,01312810-v,False,2.22
shower cap,shower cap,04209133-n,04209133-n,True,2.24
shower curtain,shower curtain,04209239-n,04209239-n,True,2.2
ski,skiing,04228054-n,00440747-n,False,2.22
ski mask,ski mask,04229816-n,04229816-n,True,2.21
sleeping bag,sleeping bag,04235860-n,04235860-n,True,2.2
slide rule,slide rule,04238763-n,04238763-n,True,2.21
slipstick,slip,04238763-n,04240327-n,False,2.21
sliding door,sliding door,04239074-n,04239074-n,True,2.2
slot,slot,04243546-n,14579623-n,False,2.36
one-armed bandit,bandit,04243546-n,09837088-n,False,2.21
snorkel,snorkel,04251144-n,01963795-v,False,2.21
snowmobile,snowmobile,04252077-n,01957273-v,False,2.21
snowplow,snowplow,04252225-n,04252225-n,True,2.22
snowplough,snowplow,04252225-n,04252225-n,True,2.22
soap dispenser,soap dispenser,04254120-n,04254120-n,True,2.21
soccer ball,soccer ball,04254680-n,04254680-n,True,2.21
sock,athletic sock,04254777-n,02752496-n,False,2.23
solar dish,solar dish,04258138-n,04258138-n,True,2.24
solar collector,planetarium,04258138-n,03955809-n,False,2.29
solar furnace,solar heater,04258138-n,04258333-n,False,2.33
sombrero,Sombrero,04259630-n,08988333-n,False,2.22
soup bowl,soup bowl,04263257-n,04263257-n,True,2.22
space bar,space bar,04264628-n,04264628-n,True,2.23
space heater,space heater,04265275-n,04265275-n,True,2.22
space shuttle,space shuttle,04266014-n,04266014-n,True,2.21
spatula,spatula,04270147-n,04270147-n,True,2.21
speedboat,speedboat,04273569-n,04273569-n,True,2.21
spider web,spider web,04275548-n,04275363-n,False,2.25
spider's web,spider web,04275548-n,04275363-n,False,2.22
spindle,spindle,04277352-n,04277493-n,False,2.22
sports car,sports car,04285008-n,04285008-n,True,2.24
sport car,sports car,04285008-n,04285008-n,True,2.41
spotlight,spotlight,04286575-n,00292368-v,False,2.23
spot,spot,04286575-n,01531998-v,False,2.23
stage,stage,04296562-n,01648126-v,False,2.2
steam locomotive,steam locomotive,04310018-n,04310018-n,True,2.21
steel arch bridge,steel arch bridge,04311004-n,04311004-n,True,2.3
steel drum,steel drum,04311174-n,04311174-n,True,2.19
stethoscope,stethoscope,04317175-n,04317175-n,True,2.2
stole,steal,04325704-n,02321757-v,False,2.21
stone wall,stone wall,04326547-n,04326547-n,True,2.4
stopwatch,stopwatch,04328186-n,04328186-n,True,2.34
stop watch,watch,04328186-n,02150948-v,False,2.23
stove,stove,04330267-n,04330267-n,True,2.21
strainer,strainer,04332243-n,04332243-n,True,2.22
streetcar,streetcar,04335435-n,04335435-n,True,2.23
tram,tram,04335435-n,01945183-v,False,2.2
tramcar,tramcar,04335435-n,04468847-n,False,2.21
trolley,trolley line,04335435-n,04487268-n,False,2.39
trolley car,trolleybus,04335435-n,04487081-n,False,2.21
stretcher,stretcher,04336792-n,04336996-n,False,2.21
studio couch,studio couch,04344873-n,04344873-n,True,2.2
day bed,bed,04344873-n,01500082-v,False,2.21
stupa,stupa,04346328-n,04346328-n,True,2.21
tope,top,04346328-n,01321509-v,False,2.19
submarine,submarine,04347754-n,04347754-n,True,2.2
pigboat,pigfish,04347754-n,02608284-n,False,2.22
sub,subkingdom,04347754-n,07940865-n,False,2.22
U-boat,boat train,04347754-n,02859729-n,False,2.21
suit,suiting,04350905-n,04351699-n,False,2.2
suit of clothes,suit,04350905-n,04350905-n,True,2.19
sundial,sundial,04355338-n,04355338-n,True,2.2
sunglass,sunglass,04355933-n,04355933-n,True,2.2
sunglasses,sunglasses,04356056-n,04356056-n,True,2.22
dark glasses,sunglasses,04356056-n,04356056-n,True,2.2
shades,shades of,04356056-n,05814019-n,False,2.3
sunscreen,sunscreen,04357314-n,04357314-n,True,2.19
sunblock,sun,04357314-n,00104147-v,False,2.32
sun blocker,sundowner,04357314-n,07913081-n,False,2.4
suspension bridge,suspension bridge,04366367-n,04366367-n,True,2.39
swab,swab,04367480-n,04367746-n,False,2.22
swob,swash,04367480-n,02089082-v,False,2.21
mop,mop handle,04367480-n,03785142-n,False,2.24
sweatshirt,sweatshirt,04370456-n,04370456-n,True,2.21
swimming trunks,swimming trunks,04371430-n,04371430-n,True,2.25
bathing trunks,swimming trunks,04371430-n,04371430-n,True,2.27
swing,swing,04371774-n,02615140-v,False,2.21
switch,switch,04372370-n,00380159-v,False,2.38
electric switch,switch,04372370-n,00196084-n,False,2.22
electrical switch,switch,04372370-n,04372370-n,True,2.2
syringe,syringe,04376876-n,04376876-n,True,2.22
table lamp,table lamp,04380533-n,04380533-n,True,2.22
tank,tank,04389033-n,00185348-v,False,2.2
army tank,tank,04389033-n,04389033-n,True,2.21
armored combat vehicle,armored car,04389033-n,02739889-n,False,2.19
armoured combat vehicle,armored car,04389033-n,02739889-n,False,2.2
tape player,tape player,04392985-n,04392985-n,True,2.2
teapot,teapot,04398044-n,04398044-n,True,2.21
teddy,teddy,04399382-n,04399382-n,True,2.2
teddy bear,teddy,04399382-n,04399382-n,True,2.2
television,television,04404412-n,04404412-n,True,2.21
television system,television,04404412-n,04404412-n,True,2.2
tennis ball,tennis ball,04409515-n,04409515-n,True,2.25
thatch,thatch,04417672-n,01233838-v,False,2.21
thatched roof,thatch,04417672-n,04417672-n,True,2.21
theater curtain,theater curtain,04418357-n,04418357-n,True,2.2
theatre curtain,theater curtain,04418357-n,04418357-n,True,2.2
thimble,thimble,04423845-n,13770829-n,False,2.2
thresher,thresher,04428191-n,04428191-n,True,2.24
thrasher,thrasher,04428191-n,01587834-n,False,2.21
threshing machine,thresher,04428191-n,04428191-n,True,2.21
throne,throne,04429376-n,02564546-v,False,2.22
tile roof,tile roof,04435653-n,04435653-n,True,2.21
toaster,toaster,04442312-n,04442312-n,True,2.21
tobacco shop,tobacco shop,04443257-n,04443257-n,True,2.22
tobacconist shop,tobacco shop,04443257-n,04443257-n,True,2.43
tobacconist,tobacconist,04443257-n,10713923-n,False,2.3
toilet seat,toilet seat,04447861-n,04447861-n,True,2.23
torch,torch,04456115-n,04456115-n,True,2.26
totem pole,totem pole,04458633-n,04458633-n,True,2.23
tow truck,tow truck,04461696-n,04461696-n,True,2.2
tow car,tow,04461696-n,00115292-n,False,2.2
wrecker,wrecker,04461696-n,10792856-n,False,2.23
toyshop,toyshop,04462240-n,04462240-n,True,2.23
tractor,tractor,04465501-n,04465501-n,True,2.31
trailer truck,trailer truck,04467665-n,04467665-n,True,2.21
tractor trailer,trailer,04467665-n,04467307-n,False,2.22
trucking rig,trucking company,04467665-n,08004210-n,False,2.22
rig,rig,04467665-n,04091097-n,False,2.23
articulated lorry,lorry,04467665-n,03690473-n,False,2.41
semi,semiformal,04467665-n,01043746-s,False,2.21
tray,tray,04476259-n,04476259-n,True,2.23
trench coat,trench coat,04479046-n,04479046-n,True,2.23
tricycle,tricycle,04482393-n,04482393-n,True,2.37
trike,tricycle,04482393-n,04482393-n,True,2.39
velocipede,velocipede,04482393-n,04524716-n,False,2.3
trimaran,trimaran,04483307-n,04483307-n,True,2.22
tripod,tripod,04485082-n,04485082-n,True,2.24
triumphal arch,triumphal arch,04486054-n,04486054-n,True,2.2
trolleybus,trolleybus,04487081-n,04487081-n,True,2.22
trolley coach,coach,04487081-n,03055670-n,False,2.19
trackless trolley,trolley line,04487081-n,04487268-n,False,2.22
trombone,trombone,04487394-n,04487394-n,True,2.21
tub,tub,04493381-n,13770926-n,False,2.19
vat,VAT,04493381-n,13316722-n,False,2.2
turnstile,turnstile,04501370-n,04501370-n,True,2.21
typewriter keyboard,typewriter keyboard,04505470-n,04505470-n,True,2.24
umbrella,umbrella,04507155-n,04507155-n,True,2.23
unicycle,unicycle,04509417-n,01935846-v,False,2.27
monocycle,monocline,04509417-n,09357447-n,False,2.39
upright,uprightly,04515003-n,00490798-r,False,2.35
upright piano,upright,04515003-n,04515003-n,True,2.33
vacuum,vacuum,04517823-n,01244853-v,False,2.28
vacuum cleaner,vacuum,04517823-n,01244853-v,False,2.23
vase,vase,04522168-n,04522168-n,True,2.22
vault,vault,04523525-n,04523690-n,False,2.2
velvet,velvet,04525038-n,01155206-s,False,2.22
vending machine,vending machine,04525305-n,04525305-n,True,2.22
vestment,vestment,04532106-n,04532106-n,True,2.3
viaduct,viaduct,04532670-n,04532670-n,True,2.31
violin,violinist,04536866-n,10754578-n,False,2.21
fiddle,fiddle,04536866-n,01733667-v,False,2.25
volleyball,volleyball,04540053-n,00480211-n,False,2.26
waffle iron,waffle iron,04542943-n,04542943-n,True,2.22
wall clock,wall clock,04548280-n,04548280-n,True,2.21
wallet,wallet,04548362-n,04548362-n,True,2.26
billfold,bill,04548362-n,02838958-n,False,2.21
notecase,note,04548362-n,01020934-v,False,2.22
pocketbook,pocketbook,04548362-n,03973170-n,False,2.23
wardrobe,wardrobe,04550184-n,04550546-n,False,2.37
closet,closet,04550184-n,03049457-n,False,2.21
press,press,04550184-n,02722782-v,False,2.21
warplane,warplane,04552348-n,04552348-n,True,2.18
military plane,reconnaissance plane,04552348-n,04062644-n,False,2.2
washbasin,washbasin,04553703-n,04553920-n,False,2.19
handbasin,handed,04553703-n,02027704-a,False,2.2
washbowl,wash,04553703-n,04553245-n,False,2.21
lavabo,Lavatera,04553703-n,12182414-n,False,2.23
wash-hand basin,washbasin,04553703-n,04553703-n,True,2.2
washer,washer,04554684-n,10768903-n,False,2.2
automatic washer,washer,04554684-n,04554684-n,True,2.21
washing machine,machine wash,04554684-n,01537114-v,False,2.21
water bottle,water bottle,04557648-n,04557648-n,True,2.19
water jug,water jug,04560804-n,04560804-n,True,2.21
water tower,water tower,04562935-n,04562935-n,True,2.22
whiskey jug,whiskey jug,04579145-n,04579145-n,True,2.2
whistle,whistle,04579432-n,02183626-v,False,2.2
wig,wigged,04584207-n,02564546-a,False,2.2
window screen,window screen,04589890-n,04589890-n,True,2.22
window shade,window shade,04590129-n,04590129-n,True,2.22
Windsor tie,Windsor tie,04591157-n,04591157-n,True,2.21
wine bottle,wine bottle,04591713-n,04591713-n,True,2.19
wing,wing,04592741-n,07648549-n,False,2.21
wok,wok,04596742-n,04596742-n,True,2.21
wooden spoon,wooden spoon,04597913-n,04597913-n,True,2.21
wool,wool,04599235-n,04599235-n,True,2.21
woolen,woolen,04599235-n,03130689-a,False,2.21
woollen,woolen,04599235-n,03130689-a,False,2.21
worm fence,worm fence,04604644-n,04604644-n,True,2.23
snake fence,fence,04604644-n,01146918-v,False,2.21
snake-rail fence,rail fence,04604644-n,04046974-n,False,2.23
Virginia fence,fence,04604644-n,03327234-n,False,2.3
wreck,wreck,04606251-n,14423870-n,False,2.36
yawl,yawl,04612504-n,04612373-n,False,2.37
yurt,yurt,04613696-n,04613696-n,True,2.26
web site,web site,06359193-n,06359193-n,True,2.22
website,web site,06359193-n,06359193-n,True,2.22
internet site,web site,06359193-n,06359193-n,True,2.43
site,on-site,06359193-n,01637454-a,False,2.22
comic book,comic book,06596364-n,06596364-n,True,2.2
crossword puzzle,crossword puzzle,06785654-n,06785654-n,True,2.2
crossword,crossword puzzle,06785654-n,06785654-n,True,2.2
street sign,street sign,06794110-n,06794110-n,True,2.21
traffic light,traffic light,06874185-n,06874185-n,True,2.19
traffic signal,signalize,06874185-n,02296984-v,False,2.2
stoplight,stoplight,06874185-n,07265990-n,False,2.2
book jacket,book jacket,07248320-n,07248320-n,True,2.23
dust cover,dust cover,07248320-n,03258456-n,False,2.21
dust jacket,dust,07248320-n,14839846-n,False,2.19
dust wrapper,dustcloth,07248320-n,03258330-n,False,2.19
menu,menu,07565083-n,06493392-n,False,2.2
plate,plate,07579787-n,07579787-n,True,2.2
guacamole,guacamole,07583066-n,07583066-n,True,2.21
consomme,consomme,07584110-n,07584110-n,True,2.39
hot pot,hot pot,07590611-n,07590611-n,True,2.2
hotpot,hot pot,07590611-n,07590611-n,True,2.22
trifle,trifle,07613480-n,07613480-n,True,2.39
ice cream,ice cream,07614500-n,07614500-n,True,2.4
icecream,ice,07614500-n,07614198-n,False,2.21
ice lolly,ice lolly,07615774-n,07615774-n,True,2.19
lolly,ice lolly,07615774-n,07615774-n,True,2.2
lollipop,lollipop,07615774-n,07607605-n,False,2.41
popsicle,pop,07615774-n,00427394-r,False,2.3
French loaf,French loaf,07684084-n,07684084-n,True,2.2
bagel,bagel,07693725-n,07693725-n,True,2.21
beigel,beige,07693725-n,04973291-n,False,2.21
pretzel,pretzel,07695742-n,07695742-n,True,2.21
cheeseburger,cheeseburger,07697313-n,07697313-n,True,2.2
hotdog,hotdog,07697537-n,10187710-n,False,2.2
hot dog,hotdog,07697537-n,10187710-n,False,2.2
red hot,red-hot,07697537-n,01249768-s,False,2.21
mashed potato,mashed potato,07711569-n,07711569-n,True,2.22
head cabbage,head cabbage,07714571-n,07714571-n,True,2.21
broccoli,broccoli,07714990-n,11876803-n,False,2.21
cauliflower,cauliflower,07715103-n,11876634-n,False,2.28
zucchini,zucchini,07716358-n,12159804-n,False,2.38
courgette,couverture,07716358-n,07603930-n,False,2.36
spaghetti squash,spaghetti squash,07716906-n,12160303-n,False,2.2
acorn squash,acorn squash,07717410-n,07717410-n,True,2.19
butternut squash,butternut squash,07717556-n,07717556-n,True,2.2
cucumber,cucumber,07718472-n,07718472-n,True,2.19
cuke,curdle,07718472-n,00457770-v,False,2.2
artichoke,artichoke,07718747-n,07718747-n,True,2.19
globe artichoke,artichoke,07718747-n,07718747-n,True,2.2
bell pepper,bell pepper,07720875-n,07720875-n,True,2.19
cardoon,cardoon,07730033-n,07730033-n,True,2.2
mushroom,mushroom,07734744-n,00231445-v,False,2.22
Granny Smith,Granny Smith,07742313-n,07742313-n,True,2.22
strawberry,strawberry,07745940-n,07745940-n,True,2.22
orange,orange,07747607-n,14991210-n,False,2.19
lemon,lemon,07749582-n,07749582-n,True,2.18
fig,fig,07753113-n,07753113-n,True,2.2
pineapple,pineapple,07753275-n,07753275-n,True,2.19
ananas,Ananas,07753275-n,12607198-n,False,2.2
banana,banana,07753592-n,07753592-n,True,2.2
jackfruit,jackfruit,07754684-n,07754684-n,True,2.2
jak,Jap,07754684-n,09718652-n,False,2.19
jack,jack,07754684-n,01219544-v,False,2.2
custard apple,custard apple,07760859-n,11693981-n,False,2.2
pomegranate,pomegranate,07768694-n,12345280-n,False,2.21
hay,hay,07802026-n,00585405-v,False,2.22
carbonara,carbonara,07831146-n,07831146-n,True,2.24
chocolate sauce,chocolate sauce,07836838-n,07836838-n,True,2.22
chocolate syrup,syrup,07836838-n,07859583-n,False,2.19
dough,dough,07860988-n,07860988-n,True,2.21
meat loaf,meat loaf,07871810-n,07871810-n,True,2.2
meatloaf,meat loaf,07871810-n,07871810-n,True,2.2
pizza,pizza,07873807-n,07873807-n,True,2.18
pizza pie,pizza,07873807-n,07873807-n,True,2.2
potpie,potpie,07875152-n,07875152-n,True,2.19
burrito,burrito,07880968-n,07880968-n,True,2.21
red wine,wine-red,07892512-n,00385651-s,False,2.2
espresso,espresso,07920052-n,07920052-n,True,2.23
cup,cup,07930864-n,00189062-v,False,2.21
eggnog,eggnog,07932039-n,07932039-n,True,2.22
alp,alp,09193705-n,09193705-n,True,2.2
bubble,bubble,09229709-n,00519229-v,False,2.22
cliff,cliff,09246464-n,09246464-n,True,2.21
drop,drop,09246464-n,00327366-n,False,2.22
drop-off,drop off,09246464-n,00152887-v,False,2.21
coral reef,reef,09256479-n,09406793-n,False,2.2
geyser,geyser,09288635-n,09288635-n,True,2.21
lakeside,lakeside,09332890-n,09332890-n,True,2.22
lakeshore,lakeside,09332890-n,09332890-n,True,2.39
promontory,promontory,09399592-n,09399592-n,True,2.2
headland,northland,09399592-n,08562990-n,False,2.19
head,head,09399592-n,08664184-n,False,2.2
foreland,foreland,09399592-n,09283767-n,False,2.21
sandbar,sandbar,09421951-n,09421951-n,True,2.23
sand bar,sandbar,09421951-n,09421951-n,True,2.26
seashore,seashore,09428293-n,09428293-n,True,2.24
coast,coast,09428293-n,05934029-n,False,2.23
seacoast,seared,09428293-n,00618584-s,False,2.24
sea-coast,Atlantic Coast,09428293-n,09210236-n,False,2.24
valley,valley,09468604-n,09468604-n,True,2.22
vale,Valenciennes,09468604-n,08938478-n,False,2.22
volcano,volcano,09472597-n,09472597-n,True,2.22
ballplayer,ballplayer,09835506-n,09835506-n,True,2.18
baseball player,ballplayer,09835506-n,09835506-n,True,2.4
groom,groom,10148035-n,10147935-n,False,2.21
bridegroom,wedding,10148035-n,08256735-n,False,2.24
scuba diver,diver,10565667-n,10019552-n,False,2.22
rapeseed,rapeseed,11879895-n,11879895-n,True,2.21
daisy,daisy,11939491-n,11939491-n,True,2.33
yellow lady's slipper,large yellow lady's slipper,12057211-n,12057447-n,False,2.2
yellow lady-slipper,large yellow lady's slipper,12057211-n,12057447-n,False,2.2
Cypripedium calceolus,cypripedia,12057211-n,12056099-n,False,2.19
Cypripedium parviflorum,Cypripedium,12057211-n,12055839-n,False,2.19
corn,corn,12144580-n,12144580-n,True,2.18
acorn,acorn-shaped,12267677-n,02144834-s,False,2.19
hip,hip,12620546-n,13890679-n,False,2.18
rose hip,hip,12620546-n,12620546-n,True,2.19
rosehip,rosette,12620546-n,04109899-n,False,2.19
buckeye,Ohio buckeye,12768682-n,12768933-n,False,2.23
horse chestnut,chestnut,12768682-n,02388735-n,False,2.2
conker,conk,12768682-n,01401371-v,False,2.21
coral fungus,coral fungus,12985857-n,12985857-n,True,2.2
agaric,agaric,12998815-n,12998815-n,True,2.2
gyromitra,gyromitra,13037406-n,13037406-n,True,2.24
stinkhorn,stinkhorn,13040303-n,13040303-n,True,2.22
carrion fungus,club fungus,13040303-n,12985773-n,False,2.22
earthstar,earthstar,13044778-n,13044778-n,True,2.19
hen-of-the-woods,hen-of-the-woods,13052670-n,13052670-n,True,2.21
hen of the woods,hen-of-the-woods,13052670-n,13052670-n,True,2.21
Polyporus frondosus,Polyporus,13052670-n,13052431-n,False,2.4
Grifola frondosa,grugru,13052670-n,12583855-n,False,2.22
bolete,bolete,13054560-n,13054560-n,True,2.19
ear,ear,13133613-n,05703205-n,False,2.22
spike,spike,13133613-n,00294718-v,False,2.21
capitulum,capitulum,13133613-n,13133786-n,False,2.19
toilet tissue,toilet tissue,15075141-n,15075141-n,True,2.2
toilet paper,toilet tissue,15075141-n,15075141-n,True,2.2
bathroom tissue,toilet tissue,15075141-n,15075141-n,True,2.21
